<<<<<<< HEAD
24136 23752
23704 22224
23192 23224
22168 23720
23240 23704
22200 23752
24246 22184
23704 23240
23736 23992
24000 22184
23224 24200
23192 23704
23192 24992
23736 23192
24200 23224
23744 22168
23704 23192
23752 23192
23208 24240
23208 23736
23704 23192
23208 22294
23720 23992
23192 23208
23192 23192
23744 23192
24000 24246
23192 22216
24728 22168
23192 23248
23720 23192
23252 22168
23704 23192
24244 23240
24244 22200
24000 23704
23192 23720
24208 24136
24008 22224
23992 22168
24236 23992
23752 24008
23192 23192
24434 22216
23736 23240
23704 23192
23704 22168
24247 23704
24432 23208
23248 23192
23720 23192
23736 22408
23736 23192
23192 24984
23192 23192
24247 23704
23232 24432
23736 20968
23224 22231
22224 23208
22184 24240
24204 23192
23752 22208
23232 22200
23744 24008
24136 24200
23704 23744
22168 24128
24492 23736
23240 23704
23252 21300
23192 23744
24424 23192
23720 23192
25000 23208
23704 23208
22230 23704
24008 23752
23720 22208
23224 23756
23720 23192
24984 23192
23992 23224
23244 22184
23192 23224
23992 22228
23720 23192
24992 23192
23224 22224
23752 23192
24000 24992
23232 24012
24208 23736
23232 23192
24208 23704
23192 22208
23208 22184
23208 23192
24236 23192
23192 24000
24140 22216
23244 23192
23192 23192
23232 23704
23756 22184
22416 23736
24992 23192
24008 23192
23192 23192
24496 23192
23704 23192
23192 22168
23254 23992
23192 23704
24136 23704
23720 22168
24008 23240
23992 23232
24140 24728
22412 23736
24008 23720
24128 23736
23736 22228
23752 23704
23752 23720
24728 23704
23208 23192
23192 24012
23736 24136
25264 23992
23704 24136
23720 23192
23760 22231
23248 23192
22592 23720
22420 23192
23248 24728
24736 22168
24424 23192
24728 21704
23704 23192
23736 23736
23192 24240
23992 23192
25000 23208
23976 23192
24128 24424
23224 22231
24245 22231
22420 23208
23720 23752
24136 23192
23736 23208
22420 24000
24136 23192
24756 23720
23744 23704
23704 24247
23992 23224
23240 23192
23976 22184
24136 23232
24208 22231
24000 22168
24016 22216
22292 23232
24496 24136
24000 23192
24242 23192
23704 23192
25752 22168
23756 22231
24000 22231
22231 23192
23252 23192
23720 24200
24308 24000
24008 23192
23208 23736
24008 23248
23192 23704
23744 22184
23760 23192
24128 22184
23756 23232
21239 23224
24128 22408
24000 24000
23744 23240
23192 22292
25128 23192
24008 23704
22418 22200
23992 23192
24200 22168
23192 22168
23312 22168
24728 23736
24244 22184
23704 24008
24008 23192
23720 23248
24992 24012
25000 23192
22480 23240
24752 23192
23752 23736
23720 22200
24616 23704
23248 23224
24240 23736
23992 23192
23240 23752
23992 23192
24008 23248
24008 22168
24736 22168
23240 23192
23736 23756
25000 23720
24236 22216
23192 23208
24000 24000
23992 22231
24246 23736
23736 23192
24240 23208
23224 23224
25132 23248
25248 23192
24000 23720
24200 23192
23992 23192
23736 22228
24424 23720
24128 23704
23720 23704
25264 22292
23704 23208
24496 23720
25000 23720
24244 23736
24128 23736
24744 23192
24984 23752
23704 23192
23244 23752
23192 23736
24247 22228
23704 23992
23736 23224
24432 23240
24752 23192
23756 23736
23192 22208
23720 23224
23752 23224
25270 23224
23704 22168
23992 23224
24246 22200
24000 23720
24140 23704
24208 23992
24200 23224
23192 22294
24140 25000
24616 23192
25512 24308
23232 23752
25120 23192
23248 23248
23312 24432
24432 23992
24008 22168
25000 23992
25128 23192
24016 23192
25760 23720
23720 23192
24128 23192
23192 23208
25132 23704
22216 23192
24752 23720
23192 23736
23192 23192
25256 24000
24016 23744
21300 23736
25776 23736
24000 23232
24140 24712
23192 22216
24756 23232
23992 23704
23240 22295
23192 22295
24247 23192
23976 23192
22168 23240
25128 24736
24012 23744
23192 23208
23192 23192
24000 23192
23976 24246
23720 23704
23192 23192
23232 23720
23232 23192
23704 23992
23240 23192
23232 24208
23976 22208
25512 23192
24136 22295
23752 22231
23704 23240
25388 24432
22168 23208
24240 23744
23704 23208
23232 24208
23232 24310
23752 22208
23720 24008
23752 23232
24728 23192
23976 23240
23192 22184
23992 23756
23704 22231
23248 23752
25768 23704
24496 23192
24736 23736
23720 23744
23744 23744
25000 23720
23720 23208
23250 23736
24308 23232
23744 23224
23704 23208
23192 23704
23704 23704
23720 23736
22184 23192
23720 23704
23192 25004
23192 21688
24128 23208
24140 23752
23976 24144
23192 22168
24000 23208
24247 22224
24000 24736
23192 23192
23736 23704
24752 22216
23736 24016
24424 23192
24744 23744
24728 22292
22168 23192
23192 23744
23992 23736
23744 24008
23192 23208
24992 23192
24247 23736
24136 23208
23744 23192
22294 23992
23976 23224
24432 24000
23254 23224
24208 22216
23192 23192
25000 22208
23192 23248
24200 23192
23752 23224
23208 23704
23720 23192
22168 23192
23232 22168
23224 23244
24140 24000
24008 24488
23244 23704
23720 24728
23192 23192
23760 23744
23704 23756
23704 23192
23704 23224
23756 23224
23208 23192
23208 20712
23992 22216
23192 23704
23992 23248
23224 23244
23720 21296
24012 24136
24136 21232
24128 22228
22292 22168
23192 23192
23704 23992
23240 23232
23720 23208
23720 24728
24008 23192
23252 23192
23744 23192
24728 23224
23704 23992
22231 22220
23744 23192
23720 23192
23760 23704
23208 23248
23248 23192
24240 22231
23232 23720
24744 23192
24128 23992
23192 22208
24424 23192
23976 23192
23704 22200
23704 23224
24736 23192
25004 23192
24016 23192
23992 23704
24208 23192
24000 23704
23744 23232
24246 23232
23208 23992
22168 23704
23760 24008
22224 24240
24736 22224
23232 23208
23720 23244
24200 23192
23752 23240
24140 22292
23736 23720
23736 23208
23720 23192
23192 23192
23752 23240
24000 24008
23704 23192
23252 23192
23736 23208
23192 22295
23192 23192
24984 23192
22216 23752
24200 22294
23704 23192
23192 23192
23976 23744
24496 24200
23736 23704
24432 23704
24016 23192
21704 22228
24136 24140
24008 23704
23720 24144
24128 22184
24728 23248
23240 23720
23240 23704
24736 23192
23744 23192
23744 22168
24136 23224
23192 23240
23744 23224
22592 22184
24244 24128
24616 24000
22224 23192
23240 23992
23192 23192
23704 23192
24310 24992
22418 23208
23720 23240
23208 22216
23744 22216
24000 22231
24432 25128
23720 23192
23240 23992
24992 24008
24012 23736
23704 23224
23248 24984
24608 23736
22412 22184
24496 23240
23232 23744
23720 23704
24140 23744
24128 23192
24992 23704
23720 22168
23192 23192
23752 23244
24000 23736
23704 21416
23232 23224
24311 23240
23704 23232
23192 23208
24434 24136
22418 23192
22292 24128
23744 23248
24144 23992
24247 23756
23720 22168
23976 25328
22168 22292
23992 24247
24008 23752
23192 23720
24012 23992
24000 23224
23704 23756
23192 25000
23192 23736
23704 23208
23976 23720
23254 23192
23192 24136
23244 23232
23744 23224
24208 23704
23192 23192
24308 23704
23208 23192
23248 23240
24008 24200
23208 23704
24000 23192
23240 22168
23744 23192
24128 23224
23704 23752
23192 23756
25000 23192
23720 23704
23240 23224
23704 23192
23252 23224
23232 23248
24000 22216
23756 24432
23704 23240
24240 23248
23992 23192
23744 23760
24000 23704
24128 23704
24308 24744
24728 23224
23704 24308
23192 23240
21704 22216
23192 24008
23232 23192
23254 23192
24984 22184
23976 23744
23252 23232
25248 22408
23192 23720
24016 23752
24008 24140
23254 23704
24200 23192
23992 23192
22476 23192
23192 22168
23704 23752
22295 23192
23992 23192
23752 23232
23248 23192
23192 23744
24128 23192
23704 23192
23240 23240
23252 23760
22208 23224
23208 24128
22480 23736
23736 23752
23720 23752
23240 23704
23192 23240
23192 23208
23192 23248
23736 22231
23240 22168
24008 22231
23208 23192
25000 24136
24128 23208
24140 24008
24000 23992
23248 23224
24012 23704
23192 23704
22208 22168
23240 23192
22230 23736
23232 23248
23752 23192
23244 23736
24016 24000
23224 23192
23752 23756
23192 23208
23736 23704
23704 23224
23208 23736
24000 23744
23744 22184
22416 24008
23192 23224
23704 23704
23240 23224
23232 22168
23192 23992
23720 24000
23192 23224
23704 22184
24204 23240
23720 23720
23192 23224
22216 23720
23224 23704
24247 24992
23208 23232
23752 22292
23208 23192
24000 22168
24308 23192
24208 23744
23992 21216
24242 24128
23704 23192
24136 23192
23208 23232
25256 23704
24244 23192
23704 23232
23192 23992
23232 23736
23192 23208
23244 23192
23252 23248
22292 24200
23224 23192
23240 23224
23704 23192
23752 22184
22292 22168
23992 24008
22168 23752
24436 23192
23192 23240
23192 23192
23760 23736
23254 22220
23208 23192
23232 24136
23192 23192
23244 23192
24432 24008
23756 23736
23704 23992
23976 20720
23720 23192
23192 23192
22416 22168
23752 23192
23192 23192
23192 23704
23720 23704
23208 22168
23192 23240
23224 23736
23752 23704
23704 23192
22480 23744
23244 23992
23252 22168
22184 23992
24736 23192
24204 23224
23192 23192
23192 23992
24016 23736
22412 23192
22184 23192
23192 23704
23760 22184
23208 23192
24434 22184
23704 23704
23208 24008
23224 22168
23240 23208
24496 23192
23192 23232
24008 23224
23192 22168
23192 23232
23744 22208
23208 23224
24128 23208
23208 22168
24244 24136
23254 23192
23192 22200
24136 23744
23240 23192
23224 22168
22294 23248
23720 23192
23744 23992
23232 23192
23704 22168
23192 23208
23192 23208
23208 22228
23704 23192
23704 22228
23752 24000
22200 23192
23240 24008
23192 23704
23720 23736
21096 23192
23736 23192
23976 22226
22231 23244
22230 23224
23192 23240
23720 23720
23192 23744
23704 23240
23192 23224
23720 23192
22231 22294
24128 23208
24200 23240
23192 23736
24736 23192
23192 23192
23192 23720
23192 22168
23752 23756
23992 21300
23704 22224
22228 23736
24236 23192
23192 23244
24240 23192
23704 22216
22476 23208
23752 23192
22168 23192
23192 23704
23720 22200
24728 23224
23720 22295
23192 23720
23976 23224
23192 23192
23192 22168
24736 23752
21416 23192
23208 22184
24496 23704
23192 23192
23752 22228
23192 23720
23752 23192
23736 22224
22228 23192
24492 23192
23704 24728
22231 23192
24128 23736
22294 23192
24008 23224
24240 23720
24992 23192
24128 23192
24000 23704
24000 22184
23704 23240
23248 23208
23192 23224
24008 22168
23704 23208
24240 23248
23192 22224
23192 23720
23704 22224
21720 23192
23252 22216
24728 22231
22480 23192
25000 24247
23192 23192
23992 22231
23192 23192
23244 23752
23240 23240
24136 22231
23992 23192
23704 22408
23704 23752
22412 23192
23992 22168
22208 22230
23760 22408
23192 23704
24240 24308
24016 23192
22416 23720
23208 23744
23744 23224
23720 23192
23704 23192
21480 23744
23192 23224
24496 21360
23720 23232
23736 22168
23752 22168
22230 24308
24140 23192
23192 22224
23240 23720
23244 22216
23720 23192
24000 23704
24136 22200
22168 23704
24744 23224
24310 23224
23232 23744
23192 23192
24000 23192
23192 23240
22168 22168
23252 23704
23192 23192
23232 23744
23704 22292
23736 23704
23208 23192
22420 22168
23992 23240
23192 22168
23240 23992
25120 23192
23208 23192
23192 23192
24128 23240
23192 23720
23720 23208
23976 23192
23992 23192
23976 22168
23704 23208
23736 23736
22216 23192
24247 23208
23192 23192
23192 23208
23704 22184
23232 23192
23192 22184
24992 23720
23232 23208
23224 23192
23254 23736
24136 22184
22168 23736
23232 21224
22168 22200
23744 22216
22168 22168
23240 23208
21100 23736
23232 23192
23192 23192
23720 23192
23192 23192
23704 22408
21704 23192
21720 22168
22228 23240
23744 23704
23240 22168
23248 22184
23192 23192
23244 23752
23192 22168
23744 22216
23192 23192
24311 21704
22184 23192
23192 22200
22408 23192
23192 24128
24208 21216
22416 23208
22168 22168
22184 23248
23192 23208
23232 22292
22208 23192
23192 23192
23192 22168
23224 23224
22228 20952
23208 23192
23192 23248
21704 22294
22220 23744
21416 22168
23192 22184
23192 22292
22184 22224
23704 23224
23192 23192
23192 22168
23752 23704
23232 20712
23192 23192
23992 23976
22208 21224
23224 22168
21688 22208
23704 23192
23192 23992
22168 23192
22294 21300
23704 23192
23752 22294
21424 22220
23736 22184
23720 23192
23240 21232
22168 22216
23192 22208
23192 21224
23192 22220
23208 21088
23244 23704
23192 22292
22216 23752
23192 23192
24008 23736
22408 22208
23192 22184
22168 22168
22412 22184
23744 23992
23192 22168
20968 22184
23704 22200
23192 23192
23192 22168
23192 23192
23192 22168
23736 23240
22168 20968
23208 22208
23248 23240
23192 23192
23232 22168
23736 23192
22168 23720
22228 23192
23720 22168
22295 22292
23192 23192
22408 23240
23704 22200
23208 23240
24608 23192
23192 22168
22168 22168
22408 23192
22480 23704
23232 22168
22168 20960
21160 23192
23744 23224
22168 23192
22412 23192
22168 21224
22216 22200
22418 20183
23720 22408
21160 23208
23192 21208
23192 22168
22168 23192
23192 22200
23192 21704
23208 23244
22168 22216
23752 22224
22416 22168
22168 22168
23192 22168
23232 23192
21088 22216
23192 22224
24008 22200
22168 23208
23240 22184
23192 22200
22168 23240
22480 22200
22295 22168
23704 21232
21088 23240
23992 20704
23208 22168
21096 20183
23976 23192
23224 22224
22408 23240
23720 22230
23704 23192
22168 22216
22184 23744
23756 22168
23192 22290
23192 23192
23192 23192
23192 20712
23192 23192
22480 22216
21720 21160
22208 23192
23720 22230
22168 22230
23192 23192
22416 23192
23704 20712
22200 22168
22208 21704
22184 22292
23240 20952
22420 22220
21720 22200
23752 23192
22412 22200
21704 22168
22216 22184
24000 22224
23192 23192
23208 22168
22294 22168
23192 23192
23192 23192
22168 22168
22168 22184
23192 20704
23192 23192
23976 22168
22295 22168
23192 22168
22200 23240
22200 22168
22216 22168
23192 22168
22168 22168
23192 20968
22480 23192
22231 23208
22228 23224
22294 21224
22416 22168
23192 21688
22408 21360
23224 21216
21088 21688
22200 21228
23192 21688
22168 21236
22216 20968
22292 21232
22408 23192
23240 20584
22168 20936
23192 22168
23192 20096
23192 20968
21224 23192
23704 22168
23192 21416
22184 20952
20968 22168
21424 22168
22168 22168
22295 23192
22168 21296
23704 22168
22208 22168
22294 21224
23224 22288
22224 22168
22231 21688
22184 24008
23208 22168
22294 22168
23208 22200
22228 23192
23192 20952
20104 22200
21232 22168
22420 22168
22184 22408
20400 23192
22168 22231
22168 22216
22416 22168
21239 22168
22184 22168
22216 23192
23192 23192
22168 23192
21300 20696
22184 22216
22420 22168
22168 23192
23192 22216
21480 22184
22480 22216
22408 22200
20576 23248
22412 20952
21720 21360
22480 21236
22228 22184
22231 21232
23192 22168
22168 22184
23736 22168
23192 22184
23192 23192
23208 22200
22228 20168
22592 23192
21228 22200
22408 23704
22168 22224
23720 20696
21228 22168
22168 21360
21228 22168
22168 23192
22412 22168
20952 21232
22168 22224
21704 22184
20096 22168
21236 21232
21234 22184
22168 23192
22168 22168
21236 23192
23248 22295
21704 22168
22216 22224
23248 22216
23192 21238
22168 22200
22292 23208
21360 23240
22592 22200
21720 22168
22168 23192
22168 21208
23192 23192
22231 21688
22184 22224
22408 22216
22168 22168
23248 22168
21704 23192
22168 22292
20952 22294
23192 22224
21300 22168
22184 23192
23192 22168
21232 22200
22184 21704
22168 22168
21704 22216
23192 22228
22168 23208
21360 22168
22480 23720
23192 21236
22168 22168
21239 23192
23192 22208
22168 22168
22168 23192
21096 22224
21704 21096
23208 21416
22480 23192
22420 23192
22208 22228
21720 23192
23192 22216
21720 22216
23192 23192
22292 21088
22184 22168
22168 23192
23240 22168
22168 22200
20464 23192
22292 22224
22220 20952
21720 22184
23248 23192
21096 22168
21416 22168
23192 23240
22168 20712
22184 21688
23208 22168
21236 22224
23208 22216
24008 23192
21232 23720
22184 22208
23192 23192
23208 22168
23192 21208
23224 23192
23192 22216
22592 22184
21360 22168
22168 22168
21720 23192
22184 22216
22168 22200
22416 23192
22200 23704
22184 22168
20952 21088
21720 22200
23192 22216
21704 20176
22416 22168
21424 22168
22168 23192
23744 22208
23208 23192
23192 22168
22294 22168
22184 22168
24608 23992
22208 22200
22168 22228
23192 23192
22168 22184
22168 21216
21096 21224
22592 23192
23192 22168
22200 23192
23192 22168
23244 22224
21164 23192
22168 21224
23192 23248
23192 21296
22224 22200
23232 22200
21160 23248
23192 23736
21236 22168
23720 22216
22224 21096
20936 23192
22184 21096
22168 23240
23192 23208
22168 23192
22216 23192
21236 20696
23208 23192
23192 23192
20960 23704
